No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
642,Mousa Dembele,Tottenham,26,1122,1,1,1,1.15,1.15,0.76,3.64,2.89,0.09,0.09,0.06,0.15,0.15,0.29,0.23
649,Ryan Mason,Tottenham,31,2342,1,1,4,2.92,2.92,2.61,12.23,7.43,0.11,0.11,0.1,0.21,0.21,0.47,0.29
654,Michael Carrick,Manchester United,18,1460,1,1,2,0.29,0.29,1.7,7.28,6.09,0.02,0.02,0.1,0.12,0.12,0.45,0.38
663,Alan Hutton,Aston Villa,30,2415,1,1,0,0.93,0.93,1.93,5.22,3.38,0.03,0.03,0.07,0.11,0.11,0.19,0.13
664,Joleon Lescott,West Bromwich Albion,34,3060,1,1,2,2.4,2.4,0.55,3.88,3.88,0.07,0.07,0.02,0.09,0.09,0.11,0.11
667,Carlos Sanchez,Aston Villa,28,1987,1,1,0,0.37,0.37,0.7,3.63,3.24,0.02,0.02,0.03,0.05,0.05,0.16,0.15
676,Jores Okore,Aston Villa,23,2005,1,1,0,0.79,0.79,0.54,3.59,3.48,0.04,0.04,0.02,0.06,0.06,0.16,0.16
679,Scott Sinclair,Aston Villa,11,458,1,1,0,1.0,1.0,0.11,1.44,0.5,0.2,0.2,0.02,0.22,0.22,0.28,0.1
697,Nemanja Matic,Chelsea,36,3124,1,1,3,2.8,2.8,2.38,14.2,12.93,0.08,0.08,0.07,0.15,0.15,0.41,0.37
699,Gary Cahill,Chelsea,36,2986,1,1,0,1.82,1.82,1.69,5.61,5.4,0.06,0.06,0.05,0.11,0.11,0.17,0.16
715,Jefferson Montero,Swansea,30,1551,1,1,7,1.01,1.01,3.65,6.56,3.3,0.06,0.06,0.21,0.27,0.27,0.38,0.19
737,Fabio Borini,Liverpool,12,389,1,1,1,1.95,1.95,0.93,2.36,0.16,0.45,0.45,0.22,0.67,0.67,0.55,0.04
738,Lee Cattermole,Sunderland,28,2367,1,1,0,0.23,0.23,1.06,5.42,4.69,0.01,0.01,0.04,0.05,0.05,0.21,0.18
747,Robert Huth,Leicester,15,1186,1,1,0,1.17,1.17,0.0,0.95,0.85,0.09,0.09,0.0,0.09,0.09,0.07,0.06
760,Marcin Wasilewski,Leicester,25,1985,1,1,1,1.42,1.42,0.89,2.43,1.99,0.06,0.06,0.04,0.1,0.1,0.11,0.09
764,Daryl Janmaat,Newcastle United,37,3263,1,1,6,1.41,1.41,2.94,6.79,4.36,0.04,0.04,0.08,0.12,0.12,0.19,0.12
765,Steven Taylor,Newcastle United,10,655,1,1,0,0.42,0.42,0.0,0.81,0.71,0.06,0.06,0.0,0.06,0.06,0.11,0.1
774,Siem de Jong,Newcastle United,4,143,1,1,0,0.47,0.47,0.4,0.96,0.09,0.3,0.3,0.25,0.55,0.55,0.6,0.05
777,Emmanuel Riviere,Newcastle United,23,1231,1,1,1,3.65,3.65,0.91,4.95,1.45,0.27,0.27,0.07,0.33,0.33,0.36,0.11
801,Graham Dorrans,West Bromwich Albion,21,1608,1,1,3,1.51,0.75,2.65,4.21,2.68,0.08,0.04,0.15,0.23,0.19,0.24,0.15
805,Jonas Olsson,West Bromwich Albion,13,817,1,1,0,0.37,0.37,0.72,1.19,1.17,0.04,0.04,0.08,0.12,0.12,0.13,0.13
806,Gareth McAuley,West Bromwich Albion,24,2071,1,1,0,1.14,1.14,0.53,1.66,1.63,0.05,0.05,0.02,0.07,0.07,0.07,0.07
809,Darren Fletcher,Manchester United,26,1711,1,1,0,0.45,0.45,0.88,3.3,2.99,0.02,0.02,0.05,0.07,0.07,0.17,0.16
810,Stephane Sessegnon,West Bromwich Albion,28,1768,1,1,3,2.13,2.13,2.78,8.53,3.95,0.11,0.11,0.14,0.25,0.25,0.43,0.2
817,Sandro,Queens Park Rangers,17,1240,1,1,0,0.67,0.67,0.13,2.61,2.14,0.05,0.05,0.01,0.06,0.06,0.19,0.16
843,James Ward-Prowse,Southampton,25,1488,1,0,6,2.94,2.18,3.92,6.43,3.37,0.18,0.13,0.24,0.42,0.37,0.39,0.2
845,Maya Yoshida,Southampton,22,1688,1,1,1,1.73,1.73,0.33,2.93,2.56,0.09,0.09,0.02,0.11,0.11,0.16,0.14
851,Gabriel Obertan,Newcastle United,13,644,1,1,1,0.4,0.4,1.34,2.55,1.71,0.06,0.06,0.19,0.24,0.24,0.36,0.24
865,Marko Arnautovic,Stoke,29,1930,1,1,5,3.12,3.12,3.51,8.56,3.46,0.15,0.15,0.16,0.31,0.31,0.4,0.16
875,Ciaran Clark,Aston Villa,25,2000,1,1,2,2.34,2.34,0.88,3.2,2.25,0.11,0.11,0.04,0.14,0.14,0.14,0.1
895,Mathieu Flamini,Arsenal,23,1455,1,1,1,1.01,1.01,0.19,4.85,3.86,0.06,0.06,0.01,0.07,0.07,0.3,0.24
915,Rolando Aarons,Newcastle United,4,121,1,1,0,0.34,0.34,0.08,0.43,0.17,0.26,0.26,0.06,0.32,0.32,0.32,0.12
932,Danny Graham,Sunderland,14,620,1,1,0,1.11,1.11,0.18,1.55,0.4,0.16,0.16,0.03,0.19,0.19,0.23,0.06
941,Fabricio Coloccini,Newcastle United,32,2839,1,1,0,1.31,1.31,0.72,3.85,3.24,0.04,0.04,0.02,0.06,0.06,0.12,0.1
944,Glen Johnson,Liverpool,19,1324,1,1,0,1.05,1.05,0.31,3.64,2.42,0.07,0.07,0.02,0.09,0.09,0.25,0.16
952,Gaston Ramirez,Hull,23,997,1,1,2,1.02,1.02,1.64,3.16,1.94,0.09,0.09,0.15,0.24,0.24,0.29,0.18
953,Steven Caulker,Queens Park Rangers,35,3019,1,1,0,2.94,2.94,1.18,3.97,2.8,0.09,0.09,0.04,0.12,0.12,0.12,0.08
966,Alex Oxlade-Chamberlain,Arsenal,23,1497,1,1,1,2.85,2.85,3.69,9.59,4.92,0.17,0.17,0.22,0.39,0.39,0.58,0.3
967,Mathieu Debuchy,Arsenal,10,811,1,1,0,0.82,0.82,0.4,3.0,2.84,0.09,0.09,0.04,0.14,0.14,0.33,0.32
984,Mike Williamson,Newcastle United,31,2413,1,1,1,1.36,1.36,0.87,3.22,2.13,0.05,0.05,0.03,0.08,0.08,0.12,0.08
992,James Wilson,Manchester United,13,329,1,1,0,1.06,1.06,0.04,1.5,0.8,0.29,0.29,0.01,0.3,0.3,0.41,0.22
994,Aiden McGeady,Everton,16,903,1,1,2,0.99,0.99,2.22,3.72,1.26,0.1,0.1,0.22,0.32,0.32,0.37,0.13
1004,Joe Cole,Aston Villa,12,263,1,1,1,0.28,0.28,0.45,0.66,0.26,0.09,0.09,0.15,0.25,0.25,0.23,0.09
1028,Kevin Nolan,West Ham,29,1742,1,1,1,3.66,3.66,0.93,4.47,2.07,0.19,0.19,0.05,0.24,0.24,0.23,0.11
1668,Michael Kightly,Burnley,17,959,1,1,2,1.54,1.54,1.13,3.13,0.67,0.14,0.14,0.11,0.25,0.25,0.29,0.06
1689,Jake Livermore,Hull,35,3041,1,1,1,1.22,1.22,0.99,5.72,4.03,0.04,0.04,0.03,0.07,0.07,0.17,0.12
1693,David Meyler,Hull,28,1728,1,1,1,0.91,0.91,0.97,4.29,2.94,0.05,0.05,0.05,0.1,0.1,0.22,0.15
1744,Michael Dawson,Hull,28,2436,1,1,0,0.88,0.88,0.31,3.04,2.97,0.03,0.03,0.01,0.04,0.04,0.11,0.11
1817,Mario Balotelli,Liverpool,16,936,1,1,0,5.24,5.24,0.43,5.49,0.64,0.5,0.5,0.04,0.55,0.55,0.53,0.06
2311,Roberto Soldado,Tottenham,24,776,1,1,1,3.39,2.63,1.2,4.36,0.99,0.39,0.3,0.14,0.53,0.44,0.51,0.11
2321,Jonas Gutierrez,Newcastle United,10,629,1,1,1,0.3,0.3,0.62,1.37,1.05,0.04,0.04,0.09,0.13,0.13,0.2,0.15
3390,Remy Cabella,Newcastle United,31,1960,1,1,2,3.09,3.09,2.11,6.81,2.63,0.14,0.14,0.1,0.24,0.24,0.31,0.12
3829,Silvestre Varela,West Bromwich Albion,7,330,1,1,0,0.98,0.98,0.36,2.26,0.99,0.27,0.27,0.1,0.37,0.37,0.62,0.27
4386,Nelson Oliveira,Swansea,10,392,1,1,0,0.94,0.94,0.17,1.06,0.13,0.22,0.22,0.04,0.26,0.26,0.24,0.03
4398,Clint Hill,Queens Park Rangers,19,1411,1,1,0,0.38,0.38,0.74,1.47,0.89,0.02,0.02,0.05,0.07,0.07,0.09,0.06
4410,Paul McShane,Hull,20,1694,1,1,0,1.1,1.1,0.05,1.35,1.18,0.06,0.06,0.0,0.06,0.06,0.07,0.06
4413,Stephen Quinn,Hull,28,1641,1,1,3,1.26,1.26,2.14,4.97,2.51,0.07,0.07,0.12,0.19,0.19,0.27,0.14
4414,Sone Aluko,Hull,25,1245,1,1,0,1.75,1.75,1.06,3.73,1.6,0.13,0.13,0.08,0.2,0.2,0.27,0.12
4425,Ross Wallace,Burnley,15,206,1,1,0,0.56,0.56,1.29,1.2,0.61,0.24,0.24,0.56,0.81,0.81,0.52,0.26
4430,Joey Barton,Queens Park Rangers,28,2347,1,1,3,2.06,2.06,5.23,7.56,5.23,0.08,0.08,0.2,0.28,0.28,0.29,0.2
4439,Paul Konchesky,Leicester,26,2264,1,1,1,0.19,0.19,0.56,2.52,1.85,0.01,0.01,0.02,0.03,0.03,0.1,0.07
4456,Chris Wood,Leicester,7,91,1,1,0,0.72,0.72,0.0,0.75,0.08,0.71,0.71,0.0,0.71,0.71,0.74,0.08
169,Lewis Holtby,Tottenham,1,28,0,0,0,0.05,0.05,0.0,0.7,0.66,0.15,0.15,0.0,0.15,0.15,2.25,2.11
191,Chicharito,Manchester United,1,49,0,0,0,0.0,0.0,0.02,0.05,0.05,0.0,0.0,0.03,0.03,0.03,0.09,0.09
200,Andreas Christensen,Chelsea,1,9,0,0,0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.17,0.17
323,Adnan Januzaj,Manchester United,18,841,0,0,0,1.35,1.35,1.49,4.2,2.25,0.14,0.14,0.16,0.3,0.3,0.45,0.24
475,Lucas Leiva,Liverpool,20,1321,0,0,0,0.6,0.6,0.42,5.05,4.3,0.04,0.04,0.03,0.07,0.07,0.34,0.29
476,Kolo Toure,Liverpool,12,708,0,0,0,0.02,0.02,0.14,0.89,0.89,0.0,0.0,0.02,0.02,0.02,0.11,0.11
481,Jordon Ibe,Liverpool,12,616,0,0,0,0.59,0.59,0.36,2.34,1.72,0.09,0.09,0.05,0.14,0.14,0.34,0.25
485,Mamadou Sakho,Liverpool,16,1419,0,0,0,0.11,0.11,0.12,4.23,4.15,0.01,0.01,0.01,0.01,0.01,0.27,0.26
487,Simon Mignolet,Liverpool,36,3225,0,0,0,0.0,0.0,0.02,3.25,3.23,0.0,0.0,0.0,0.0,0.0,0.09,0.09
491,Petr Cech,Chelsea,7,607,0,0,0,0.0,0.0,0.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.12,0.12
493,Gabriel,Arsenal,6,347,0,0,1,0.04,0.04,0.03,0.83,0.83,0.01,0.01,0.01,0.02,0.02,0.22,0.22
495,Nacho Monreal,Arsenal,28,2308,0,0,1,0.3,0.3,1.38,9.09,8.26,0.01,0.01,0.05,0.07,0.07,0.35,0.32
497,Francis Coquelin,Arsenal,22,1667,0,0,0,0.08,0.08,0.19,6.15,6.04,0.0,0.0,0.01,0.01,0.01,0.33,0.33
505,David Ospina,Arsenal,18,1620,0,0,0,0.0,0.0,0.05,2.06,2.02,0.0,0.0,0.0,0.0,0.0,0.11,0.11
506,Joel Campbell,Arsenal,4,34,0,0,0,0.0,0.0,0.09,0.15,0.13,0.0,0.0,0.23,0.23,0.23,0.41,0.36
507,Per Mertesacker,Arsenal,35,3150,0,0,1,0.82,0.82,0.24,7.75,7.59,0.02,0.02,0.01,0.03,0.03,0.22,0.22
509,Wayne Hennessey,Crystal Palace,3,213,0,0,0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01
511,Damien Delaney,Crystal Palace,29,2430,0,0,0,0.74,0.74,0.74,2.11,1.76,0.03,0.03,0.03,0.05,0.05,0.08,0.07
513,Pape Souare,Crystal Palace,9,603,0,0,0,0.04,0.04,1.76,1.97,1.33,0.01,0.01,0.26,0.27,0.27,0.29,0.2
523,Julian Speroni,Crystal Palace,36,3207,0,0,0,0.0,0.0,0.0,2.28,2.28,0.0,0.0,0.0,0.0,0.0,0.06,0.06
524,Adrian Mariappa,Crystal Palace,12,838,0,0,0,0.0,0.0,0.06,0.91,0.87,0.0,0.0,0.01,0.01,0.01,0.1,0.09
525,Martin Kelly,Crystal Palace,31,2503,0,0,1,0.19,0.19,0.81,2.44,1.75,0.01,0.01,0.03,0.04,0.04,0.09,0.06
526,Lee Chung-yong,Crystal Palace,3,86,0,0,0,0.1,0.1,0.0,0.21,0.15,0.1,0.1,0.0,0.1,0.1,0.22,0.16
527,Adrian,West Ham,38,3392,0,0,0,0.0,0.0,0.13,2.76,2.69,0.0,0.0,0.0,0.0,0.0,0.07,0.07
545,Kieran Gibbs,Arsenal,22,1657,0,0,3,1.08,1.08,1.82,9.0,7.22,0.06,0.06,0.1,0.16,0.16,0.49,0.39
546,David de Gea,Manchester United,37,3315,0,0,0,0.0,0.0,0.0,3.73,3.73,0.0,0.0,0.0,0.0,0.0,0.1,0.1
550,Marcos Rojo,Manchester United,22,1767,0,0,0,1.53,1.53,0.34,5.8,5.48,0.08,0.08,0.02,0.1,0.1,0.3,0.28
558,Jesse Lingard,Manchester United,1,23,0,0,0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.07
559,Paddy McNair,Manchester United,16,1023,0,0,0,0.31,0.31,0.24,3.43,3.32,0.03,0.03,0.02,0.05,0.05,0.3,0.29
572,Etienne Capoue,Tottenham,12,911,0,0,0,0.12,0.12,0.24,3.86,3.65,0.01,0.01,0.02,0.04,0.04,0.38,0.36
579,Nathan Ake,Chelsea,1,14,0,0,0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.46,0.46
580,Costel Pantilimon,Sunderland,28,2520,0,0,0,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.02,0.02
583,Adlene Guedioura,Crystal Palace,7,111,0,0,0,0.36,0.36,0.22,1.24,0.73,0.29,0.29,0.18,0.47,0.47,1.01,0.59
584,Joel Robles,Everton,7,575,0,0,0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.06,0.06
590,Gareth Barry,Everton,33,2832,0,0,2,1.36,1.36,1.67,7.33,6.38,0.04,0.04,0.05,0.1,0.1,0.23,0.2
598,Bryan Oviedo,Everton,6,306,0,0,0,0.06,0.06,0.54,0.12,0.08,0.02,0.02,0.16,0.18,0.18,0.03,0.02
600,Tim Howard,Everton,32,2845,0,0,0,0.0,0.0,0.02,2.1,2.08,0.0,0.0,0.0,0.0,0.0,0.07,0.07
602,Dejan Lovren,Liverpool,26,2032,0,0,0,0.89,0.89,0.07,4.95,4.79,0.04,0.04,0.0,0.04,0.04,0.22,0.21
609,Joe Hart,Manchester City,36,3240,0,0,0,0.0,0.0,0.0,4.49,4.49,0.0,0.0,0.0,0.0,0.0,0.12,0.12
612,Vincent Kompany,Manchester City,25,2035,0,0,0,0.33,0.33,0.86,8.87,8.62,0.01,0.01,0.04,0.05,0.05,0.39,0.38
616,Jesus Navas,Manchester City,35,2237,0,0,8,3.68,3.68,8.59,20.14,11.62,0.15,0.15,0.35,0.49,0.49,0.81,0.47
624,Willy Caballero,Manchester City,2,180,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
625,Bacary Sagna,Manchester City,9,736,0,0,0,0.02,0.02,0.76,3.73,3.34,0.0,0.0,0.09,0.1,0.1,0.46,0.41
626,Eliaquim Mangala,Manchester City,25,2188,0,0,2,0.87,0.87,1.04,7.14,7.03,0.04,0.04,0.04,0.08,0.08,0.29,0.29
627,Antonio Valencia,Manchester United,32,2588,0,0,2,0.22,0.22,2.21,10.77,9.07,0.01,0.01,0.08,0.08,0.08,0.37,0.32
632,Jordon Mutch,Crystal Palace,16,850,0,0,1,0.94,0.94,0.85,1.88,0.96,0.1,0.1,0.09,0.19,0.19,0.2,0.1
635,Alex McCarthy,Queens Park Rangers,3,237,0,0,0,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.21,0.21
637,Hugo Lloris,Tottenham,35,3063,0,0,0,0.0,0.0,0.0,3.14,3.14,0.0,0.0,0.0,0.0,0.0,0.09,0.09
638,Kyle Walker,Tottenham,15,1309,0,0,0,0.16,0.16,0.92,3.93,3.53,0.01,0.01,0.06,0.07,0.07,0.27,0.24
640,Jan Vertonghen,Tottenham,32,2807,0,0,0,0.59,0.59,0.08,5.43,5.41,0.02,0.02,0.0,0.02,0.02,0.17,0.17
651,Michel Vorm,Tottenham,4,357,0,0,0,0.0,0.0,0.03,0.71,0.68,0.0,0.0,0.01,0.01,0.01,0.18,0.17
652,Kieran Trippier,Burnley,38,3418,0,0,4,0.46,0.46,6.79,8.65,5.9,0.01,0.01,0.18,0.19,0.19,0.23,0.16
653,Tom Carroll,Swansea,13,694,0,0,0,0.17,0.17,0.64,2.98,2.72,0.02,0.02,0.08,0.11,0.11,0.39,0.35
655,James Collins,West Ham,27,1870,0,0,0,1.04,1.04,0.3,4.84,3.98,0.05,0.05,0.01,0.06,0.06,0.23,0.19
657,Alexandre Song,West Ham,28,2258,0,0,3,0.72,0.72,2.38,9.31,7.03,0.03,0.03,0.09,0.12,0.12,0.37,0.28
660,Ben Davies,Tottenham,14,879,0,0,1,0.01,0.01,0.35,3.34,3.06,0.0,0.0,0.04,0.04,0.04,0.34,0.31
662,Brad Guzan,Aston Villa,34,3060,0,0,0,0.0,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.03,0.03
666,Aly Cissokho,Aston Villa,25,2142,0,0,0,0.58,0.58,0.46,2.17,1.77,0.02,0.02,0.02,0.04,0.04,0.09,0.07
669,Ashley Westwood,Aston Villa,27,2155,0,0,1,0.55,0.55,2.52,5.28,4.17,0.02,0.02,0.11,0.13,0.13,0.22,0.17
670,Carles Gil,Aston Villa,5,361,0,0,1,0.09,0.09,0.89,0.69,0.66,0.02,0.02,0.22,0.24,0.24,0.17,0.16
674,Leandro Bacuna,Aston Villa,19,970,0,0,5,1.0,1.0,1.85,3.61,2.17,0.09,0.09,0.17,0.26,0.26,0.33,0.2
675,Jack Grealish,Aston Villa,17,798,0,0,1,1.07,1.07,2.29,3.6,2.0,0.12,0.12,0.26,0.38,0.38,0.41,0.23
680,Thibaut Courtois,Chelsea,32,2813,0,0,0,0.0,0.0,0.22,1.74,1.52,0.0,0.0,0.01,0.01,0.01,0.06,0.05
681,Cesar Azpilicueta,Chelsea,29,2483,0,0,3,0.25,0.25,1.31,10.02,9.23,0.01,0.01,0.05,0.06,0.06,0.36,0.33
685,John Obi Mikel,Chelsea,18,678,0,0,1,0.49,0.49,0.33,3.17,2.83,0.06,0.06,0.04,0.11,0.11,0.42,0.38
688,Ruben Loftus-Cheek,Chelsea,3,139,0,0,0,0.02,0.02,0.08,0.16,0.14,0.01,0.01,0.05,0.06,0.06,0.1,0.09
694,Asmir Begovic,Stoke,35,3150,0,0,0,0.07,0.07,0.03,1.86,1.83,0.0,0.0,0.0,0.0,0.0,0.05,0.05
706,Lukasz Fabianski,Swansea,37,3310,0,0,0,0.0,0.0,0.0,5.36,5.36,0.0,0.0,0.0,0.0,0.0,0.15,0.15
707,Angel Rangel,Swansea,27,2036,0,0,0,0.17,0.17,1.47,6.86,6.05,0.01,0.01,0.07,0.07,0.07,0.3,0.27
708,Federico Fernandez,Swansea,28,2472,0,0,0,0.59,0.59,0.09,3.74,3.62,0.02,0.02,0.0,0.02,0.02,0.14,0.13
709,Ashley Williams,Swansea,37,3330,0,0,0,0.4,0.4,0.15,6.92,6.74,0.01,0.01,0.0,0.01,0.01,0.19,0.18
710,Neil Taylor,Swansea,34,3004,0,0,2,0.08,0.08,1.79,8.69,7.78,0.0,0.0,0.05,0.06,0.06,0.26,0.23
718,Kyle Naughton,Swansea,15,1189,0,0,1,0.04,0.04,0.4,2.43,2.38,0.0,0.0,0.03,0.03,0.03,0.18,0.18
720,Modou Barrow,Swansea,11,266,0,0,1,0.04,0.04,0.8,1.19,1.03,0.02,0.02,0.27,0.29,0.29,0.4,0.35
721,Jordi Amat,Swansea,10,591,0,0,0,0.0,0.0,0.04,0.9,0.86,0.0,0.0,0.01,0.01,0.01,0.14,0.13
726,Vito Mannone,Sunderland,10,900,0,0,0,0.0,0.0,0.04,0.64,0.6,0.0,0.0,0.0,0.0,0.0,0.06,0.06
727,DeAndre Yedlin,Tottenham,1,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,John O'Shea,Sunderland,37,3270,0,0,0,0.58,0.58,0.35,4.33,4.24,0.02,0.02,0.01,0.03,0.03,0.12,0.12
730,Patrick van Aanholt,Sunderland,28,2301,0,0,5,1.32,1.32,4.81,9.27,5.97,0.05,0.05,0.19,0.24,0.24,0.36,0.23
736,Younes Kaboul,Tottenham,11,990,0,0,0,0.91,0.91,0.31,2.5,2.42,0.08,0.08,0.03,0.11,0.11,0.23,0.22
742,Billy Jones,Sunderland,14,1257,0,0,0,0.5,0.5,0.79,3.86,2.72,0.04,0.04,0.06,0.09,0.09,0.28,0.19
745,Kasper Schmeichel,Leicester,24,2160,0,0,0,0.0,0.0,0.08,0.96,0.94,0.0,0.0,0.0,0.0,0.0,0.04,0.04
746,Danny Simpson,Leicester,15,1257,0,0,0,0.04,0.04,0.47,0.97,0.87,0.0,0.0,0.03,0.04,0.04,0.07,0.06
752,Daniel Drinkwater,Leicester,23,1476,0,0,0,0.53,0.53,0.72,3.9,3.26,0.03,0.03,0.04,0.08,0.08,0.24,0.2
758,Mark Schwarzer,Leicester,6,540,0,0,0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Robert Elliot,Newcastle United,3,227,0,0,0,0.0,0.0,0.05,0.22,0.17,0.0,0.0,0.02,0.02,0.02,0.09,0.07
768,Vurnon Anita,Newcastle United,19,1291,0,0,0,0.14,0.14,0.24,1.82,1.54,0.01,0.01,0.02,0.03,0.03,0.13,0.11
789,Robbie Brady,Hull,27,1750,0,0,2,1.18,1.18,4.28,5.15,1.82,0.06,0.06,0.22,0.28,0.28,0.27,0.09
797,Youssouf Mulumbu,West Bromwich Albion,17,900,0,0,0,0.48,0.48,0.3,1.86,1.71,0.05,0.05,0.03,0.08,0.08,0.19,0.17
800,Matthew Jarvis,West Ham,11,409,0,0,0,0.38,0.38,1.03,1.59,0.53,0.08,0.08,0.23,0.31,0.31,0.35,0.12
803,Ben Foster,West Bromwich Albion,28,2488,0,0,0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.04,0.04
807,Jonny Evans,Manchester United,14,1095,0,0,0,0.01,0.01,0.04,3.51,3.46,0.0,0.0,0.0,0.0,0.0,0.29,0.28
808,Claudio Yacob,West Bromwich Albion,20,1385,0,0,0,0.25,0.25,0.1,1.58,1.35,0.02,0.02,0.01,0.02,0.02,0.1,0.09
820,Boaz Myhill,West Bromwich Albion,11,932,0,0,0,0.0,0.0,0.0,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.06,0.06
828,Sylvain Distin,Everton,13,1081,0,0,0,0.06,0.06,0.1,2.08,2.0,0.0,0.0,0.01,0.01,0.01,0.17,0.17
829,Marvin Emnes,Swansea,17,488,0,0,0,0.88,0.88,0.8,1.83,0.69,0.16,0.16,0.15,0.31,0.31,0.34,0.13
830,Leon Britton,Swansea,9,541,0,0,0,0.0,0.0,0.02,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.16,0.16
831,Fraser Forster,Southampton,30,2623,0,0,0,0.0,0.0,0.02,2.29,2.27,0.0,0.0,0.0,0.0,0.0,0.08,0.08
834,Jose Fonte,Southampton,37,3330,0,0,1,1.33,1.33,1.24,7.3,7.12,0.04,0.04,0.03,0.07,0.07,0.2,0.19
853,Paul Dummett,Newcastle United,25,2111,0,0,0,1.64,1.64,1.22,3.82,3.24,0.07,0.07,0.05,0.12,0.12,0.16,0.14
854,Cheick Tiote,Newcastle United,11,899,0,0,2,0.16,0.16,0.54,3.03,2.43,0.02,0.02,0.05,0.07,0.07,0.3,0.24
855,Cristian Gamboa,West Bromwich Albion,10,223,0,0,1,0.03,0.03,0.23,0.71,0.56,0.01,0.01,0.09,0.11,0.11,0.29,0.23
856,Jack Butland,Stoke,3,270,0,0,0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.02
857,Phil Bardsley,Stoke,25,2079,0,0,1,0.66,0.66,1.61,3.91,2.81,0.03,0.03,0.07,0.1,0.1,0.17,0.12
858,Philipp Wollscheid,Stoke,12,1006,0,0,0,0.22,0.22,0.13,0.72,0.65,0.02,0.02,0.01,0.03,0.03,0.06,0.06
859,Geoff Cameron,Stoke,27,2133,0,0,1,1.23,1.23,1.32,3.39,2.34,0.05,0.05,0.06,0.11,0.11,0.14,0.1
860,Marc Muniesa,Stoke,19,1381,0,0,0,0.13,0.13,0.1,1.98,1.87,0.01,0.01,0.01,0.02,0.02,0.13,0.12
862,Glenn Whelan,Stoke,28,2279,0,0,0,0.4,0.4,0.6,3.23,2.62,0.02,0.02,0.02,0.04,0.04,0.13,0.1
867,Stephen Ireland,Stoke,17,934,0,0,3,1.12,1.12,1.22,3.41,1.7,0.11,0.11,0.12,0.22,0.22,0.33,0.16
869,Dionatan Teixeira,Stoke,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,Fabian Delph,Aston Villa,28,2435,0,0,3,1.54,1.54,2.42,7.7,6.12,0.06,0.06,0.09,0.15,0.15,0.28,0.23
880,Callum McManaman,West Bromwich Albion,8,355,0,0,1,0.27,0.27,0.69,0.57,0.15,0.07,0.07,0.17,0.24,0.24,0.14,0.04
883,Steven Davis,Southampton,35,2668,0,0,2,3.12,3.12,3.7,14.56,9.78,0.11,0.11,0.12,0.23,0.23,0.49,0.33
884,Matt Targett,Southampton,6,221,0,0,0,0.04,0.04,0.04,0.94,0.94,0.01,0.01,0.02,0.03,0.03,0.38,0.38
887,Erik Pieters,Stoke,31,2571,0,0,2,0.47,0.47,1.15,4.22,3.16,0.02,0.02,0.04,0.06,0.06,0.15,0.11
889,Shay Given,Aston Villa,3,270,0,0,0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01
893,Sebastien Pocognoli,West Bromwich Albion,15,1228,0,0,0,0.11,0.11,1.17,2.0,1.32,0.01,0.01,0.09,0.09,0.09,0.15,0.1
894,Andre Wisdom,West Bromwich Albion,24,1971,0,0,1,0.34,0.34,0.5,5.63,5.1,0.02,0.02,0.02,0.04,0.04,0.26,0.23
896,Jay Fulton,Swansea,2,112,0,0,0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.14,0.14
899,Kieran Richardson,Aston Villa,22,1349,0,0,1,0.76,0.76,1.14,3.91,2.19,0.05,0.05,0.08,0.13,0.13,0.26,0.15
908,Muhamed Besic,Everton,23,1293,0,0,0,0.4,0.4,0.45,2.22,1.51,0.03,0.03,0.03,0.06,0.06,0.15,0.1
